Crop,Asset,Best_Correlation,Timing,Sync_Corr,Lag_1W_Corr,Lag_1M_Corr
甘藍-初秋,Gas (Fertilizer),-0.3005,Leading (1 Month),-0.2057,-0.2346,-0.3005
甘藍-初秋,USD/TWD,-0.2461,Leading (1 Month),-0.1089,-0.1364,-0.2461
甘藍-初秋,Gold,0.1636,Synchronized,0.1636,0.1536,0.1307
甘藍-初秋,Oil (Cost),-0.0906,Synchronized,-0.0906,-0.0728,-0.0166
甘藍-初秋,Commodity Index,0.0376,Leading (1 Month),0.0277,0.0175,0.0376
甘藍-改良種,Consumer Staples,0.3896,Synchronized,0.3896,0.3827,0.2286
甘藍-改良種,Gas (Fertilizer),-0.357,Leading (1 Month),-0.2537,-0.2809,-0.357
甘藍-改良種,Taiwan Weighted,0.3052,Synchronized,0.3052,0.2735,0.1346
甘藍-改良種,USD/TWD,0.2364,Synchronized,0.2364,0.1951,0.045
甘藍-改良種,Oil (Cost),0.1716,Leading (1 Month),0.1486,0.1401,0.1716
甘藍-改良種,Gold,-0.095,Leading (1 Month),-0.0679,-0.0767,-0.095
甘藍-改良種,Agri-Business ETF,-0.0938,Synchronized,-0.0938,-0.0619,0.0137
甘藍-改良種,Commodity Index,-0.0551,Leading (1 Week),-0.035,-0.0551,-0.0075
甘藍-紫色,Taiwan Weighted,0.5405,Synchronized,0.5405,0.5303,0.4604
甘藍-紫色,Gold,0.4452,Synchronized,0.4452,0.4446,0.4137
甘藍-紫色,Consumer Staples,0.4248,Leading (1 Week),0.421,0.4248,0.4001
甘藍-紫色,Oil (Cost),-0.3504,Synchronized,-0.3504,-0.3392,-0.3441
甘藍-紫色,USD/TWD,-0.2587,Leading (1 Month),-0.2191,-0.2336,-0.2587
甘藍-紫色,Gas (Fertilizer),0.1756,Synchronized,0.1756,0.1472,0.0446
甘藍-紫色,Agri-Business ETF,0.1565,Leading (1 Month),0.1563,0.1451,0.1565
甘藍-紫色,Commodity Index,0.1146,Synchronized,0.1146,0.0887,-0.047
甘藍-甘藍心,Gas (Fertilizer),-0.3239,Leading (1 Week),-0.3111,-0.3239,-0.3194
甘藍-甘藍心,Oil (Cost),0.302,Leading (1 Month),0.1384,0.1492,0.302
甘藍-甘藍心,Agri-Business ETF,0.1482,Synchronized,0.1482,0.1314,0.1186
甘藍-甘藍心,Gold,-0.1479,Leading (1 Week),-0.1303,-0.1479,-0.1457
甘藍-甘藍心,Consumer Staples,0.1464,Synchronized,0.1464,0.1148,0.0111
甘藍-甘藍心,Commodity Index,-0.138,Leading (1 Week),-0.0982,-0.138,0.1301
甘藍-甘藍心,USD/TWD,-0.0521,Leading (1 Month),-0.0354,-0.043,-0.0521
甘藍-甘藍心,Taiwan Weighted,0.0391,Synchronized,0.0391,0.0333,0.0134
甘藍-甘藍芽,Gas (Fertilizer),-0.3667,Leading (1 Week),-0.3602,-0.3667,-0.3198
甘藍-甘藍芽,Oil (Cost),0.2282,Leading (1 Month),0.1698,0.1892,0.2282
甘藍-甘藍芽,Agri-Business ETF,0.1972,Leading (1 Week),0.1896,0.1972,0.1544
甘藍-甘藍芽,Gold,-0.1794,Synchronized,-0.1794,-0.1767,-0.1721
甘藍-甘藍芽,Commodity Index,-0.1645,Synchronized,-0.1645,-0.1575,-0.0401
甘藍-甘藍芽,USD/TWD,-0.1625,Leading (1 Week),-0.1555,-0.1625,-0.1449
甘藍-甘藍芽,Taiwan Weighted,-0.1492,Leading (1 Month),-0.094,-0.1142,-0.1492
甘藍-甘藍芽,Consumer Staples,-0.1252,Leading (1 Month),-0.044,-0.0586,-0.1252
甘藍-改良尖,Taiwan Weighted,0.2855,Synchronized,0.2855,0.254,0.2005
甘藍-改良尖,Gas (Fertilizer),-0.2275,Leading (1 Month),-0.1099,-0.1396,-0.2275
甘藍-改良尖,Consumer Staples,0.218,Leading (1 Week),0.2121,0.218,0.1771
甘藍-改良尖,USD/TWD,0.1393,Synchronized,0.1393,0.0983,-0.0563
甘藍-改良尖,Oil (Cost),0.1179,Leading (1 Month),0.0669,0.079,0.1179
甘藍-改良尖,Agri-Business ETF,0.0987,Leading (1 Month),-0.0855,-0.0269,0.0987
甘藍-改良尖,Commodity Index,-0.096,Leading (1 Week),-0.094,-0.096,-0.0593
甘藍-改良尖,Gold,-0.0679,Leading (1 Month),-0.0516,-0.0637,-0.0679
甘藍-進口,USD/TWD,-0.4837,Leading (1 Week),-0.3265,-0.4837,-0.104
甘藍-進口,Gold,0.3056,Leading (1 Week),0.2018,0.3056,0.1167
甘藍-進口,Oil (Cost),-0.2827,Leading (1 Week),-0.1662,-0.2827,-0.1589
甘藍-進口,Agri-Business ETF,0.2735,Synchronized,0.2735,0.2331,-0.0236
甘藍-進口,Consumer Staples,0.2654,Synchronized,0.2654,0.2353,0.0576
甘藍-進口,Taiwan Weighted,-0.1375,Leading (1 Week),0.05,-0.1375,-0.0261
甘藍-進口,Commodity Index,-0.1338,Leading (1 Month),0.0066,-0.1315,-0.1338
甘藍-進口,Gas (Fertilizer),0.0767,Leading (1 Week),0.0635,0.0767,0.0177
小白菜-土白菜,USD/TWD,0.5892,Leading (1 Month),0.3404,0.4157,0.5892
小白菜-土白菜,Oil (Cost),0.5122,Leading (1 Month),0.0963,0.1836,0.5122
小白菜-土白菜,Commodity Index,0.4904,Leading (1 Month),0.2412,0.2993,0.4904
小白菜-土白菜,Gold,0.4897,Leading (1 Month),0.3184,0.3816,0.4897
小白菜-土白菜,Taiwan Weighted,0.442,Leading (1 Month),0.3853,0.3624,0.442
小白菜-土白菜,Consumer Staples,0.4346,Synchronized,0.4346,0.3415,0.216
小白菜-土白菜,Gas (Fertilizer),-0.4296,Leading (1 Month),-0.1618,-0.296,-0.4296
小白菜-土白菜,Agri-Business ETF,-0.3065,Leading (1 Week),0.0224,-0.3065,-0.2342
小白菜-蚵仔白,Agri-Business ETF,-0.5288,Leading (1 Month),0.2085,-0.1293,-0.5288
小白菜-蚵仔白,Gas (Fertilizer),-0.4789,Leading (1 Month),-0.2333,-0.3247,-0.4789
小白菜-蚵仔白,USD/TWD,0.4449,Leading (1 Month),0.1481,0.2029,0.4449
小白菜-蚵仔白,Consumer Staples,0.4279,Synchronized,0.4279,0.3685,0.1698
小白菜-蚵仔白,Taiwan Weighted,0.3801,Synchronized,0.3801,0.3421,0.2407
小白菜-蚵仔白,Oil (Cost),0.3269,Leading (1 Month),0.0933,0.1102,0.3269
小白菜-蚵仔白,Gold,0.2242,Leading (1 Month),0.2056,0.1961,0.2242
小白菜-蚵仔白,Commodity Index,0.168,Leading (1 Month),0.1091,0.076,0.168
包心白-其他,Agri-Business ETF,0.3777,Leading (1 Month),0.2912,0.2965,0.3777
包心白-其他,Gas (Fertilizer),-0.339,Leading (1 Month),-0.285,-0.2884,-0.339
包心白-其他,USD/TWD,-0.3024,Leading (1 Month),-0.1614,-0.1825,-0.3024
包心白-其他,Consumer Staples,-0.1803,Leading (1 Week),-0.1736,-0.1803,-0.1333
包心白-其他,Oil (Cost),0.1523,Leading (1 Month),0.0964,0.1112,0.1523
包心白-其他,Commodity Index,0.0891,Leading (1 Month),0.02,0.0672,0.0891
包心白-其他,Gold,-0.0653,Synchronized,-0.0653,-0.0465,-0.0621
包心白-其他,Taiwan Weighted,0.0491,Leading (1 Week),0.0394,0.0491,0.0166
包心白-包白,Gas (Fertilizer),-0.4203,Leading (1 Month),-0.3013,-0.3451,-0.4203
包心白-包白,Consumer Staples,0.1629,Synchronized,0.1629,0.1414,0.0913
包心白-包白,Oil (Cost),0.1611,Leading (1 Month),0.0877,0.1112,0.1611
包心白-包白,Taiwan Weighted,0.1567,Leading (1 Week),0.1544,0.1567,0.1373
包心白-包白,Commodity Index,-0.1325,Synchronized,-0.1325,-0.1192,-0.078
包心白-包白,Agri-Business ETF,0.1113,Leading (1 Month),0.0398,0.0359,0.1113
包心白-包白,USD/TWD,0.1094,Synchronized,0.1094,0.0967,-0.0313
包心白-包白,Gold,-0.0804,Leading (1 Month),-0.0759,-0.0741,-0.0804
包心白-冬白芽,Taiwan Weighted,0.412,Synchronized,0.412,0.371,0.2387
包心白-冬白芽,USD/TWD,-0.3797,Leading (1 Week),-0.3412,-0.3797,-0.3008
包心白-冬白芽,Agri-Business ETF,0.344,Leading (1 Week),0.3212,0.344,0.2258
包心白-冬白芽,Consumer Staples,0.2985,Leading (1 Month),0.1949,0.1971,0.2985
包心白-冬白芽,Gold,0.2588,Leading (1 Month),0.2172,0.2145,0.2588
包心白-冬白芽,Oil (Cost),-0.1531,Leading (1 Week),-0.1444,-0.1531,-0.1009
包心白-冬白芽,Gas (Fertilizer),-0.1475,Leading (1 Month),0.0758,-0.0047,-0.1475
包心白-冬白芽,Commodity Index,0.0833,Synchronized,0.0833,0.0545,0.0285
包心白-進口,Gas (Fertilizer),-0.525,Leading (1 Month),-0.3474,-0.421,-0.525
包心白-進口,Commodity Index,-0.3017,Leading (1 Month),-0.1029,-0.1752,-0.3017
包心白-進口,Agri-Business ETF,0.2681,Leading (1 Week),0.2404,0.2681,0.1971
包心白-進口,Taiwan Weighted,0.1952,Synchronized,0.1952,0.1549,0.0602
包心白-進口,Consumer Staples,0.1564,Leading (1 Week),0.147,0.1564,0.1444
包心白-進口,Gold,-0.1436,Leading (1 Month),-0.0724,-0.1023,-0.1436
包心白-進口,Oil (Cost),0.0903,Leading (1 Month),0.0822,0.0814,0.0903
包心白-進口,USD/TWD,-0.0799,Leading (1 Month),0.0297,-0.0131,-0.0799
青江白菜-小梗,Gas (Fertilizer),-0.3029,Leading (1 Week),-0.2878,-0.3029,-0.2682
青江白菜-小梗,USD/TWD,-0.1945,Leading (1 Month),-0.0918,-0.1091,-0.1945
青江白菜-小梗,Agri-Business ETF,0.1897,Synchronized,0.1897,0.1516,0.1689
青江白菜-小梗,Consumer Staples,0.1811,Synchronized,0.1811,0.1398,0.106
青江白菜-小梗,Oil (Cost),0.1668,Leading (1 Month),0.0466,0.0733,0.1668
青江白菜-小梗,Taiwan Weighted,0.1564,Synchronized,0.1564,0.1479,0.1433
青江白菜-小梗,Commodity Index,0.0858,Leading (1 Month),-0.0758,-0.0631,0.0858
青江白菜-小梗,Gold,-0.0154,Leading (1 Month),-0.0106,-0.0112,-0.0154
皇宮菜-小葉,USD/TWD,-0.1288,Leading (1 Month),0.0425,0.0045,-0.1288
皇宮菜-小葉,Consumer Staples,-0.1145,Leading (1 Week),-0.072,-0.1145,-0.0934
皇宮菜-小葉,Commodity Index,-0.0678,Synchronized,-0.0678,-0.0472,0.0012
皇宮菜-小葉,Taiwan Weighted,0.0606,Leading (1 Month),0.0103,0.0142,0.0606
皇宮菜-小葉,Gold,-0.0491,Leading (1 Week),-0.0477,-0.0491,-0.0349
皇宮菜-小葉,Agri-Business ETF,0.0483,Leading (1 Month),-0.0237,0.0078,0.0483
皇宮菜-小葉,Gas (Fertilizer),0.0279,Leading (1 Month),0.0009,-0.0105,0.0279
皇宮菜-小葉,Oil (Cost),-0.015,Synchronized,-0.015,0.002,-0.0016
皇宮菜-大葉,USD/TWD,0.1944,Synchronized,0.1944,0.1624,0.0659
皇宮菜-大葉,Agri-Business ETF,-0.1439,Synchronized,-0.1439,-0.111,-0.1094
皇宮菜-大葉,Oil (Cost),0.1398,Leading (1 Month),0.0705,0.0811,0.1398
皇宮菜-大葉,Gas (Fertilizer),-0.134,Leading (1 Month),-0.1302,-0.1111,-0.134
皇宮菜-大葉,Gold,-0.1292,Leading (1 Month),-0.0886,-0.1021,-0.1292
皇宮菜-大葉,Commodity Index,-0.1244,Synchronized,-0.1244,-0.1013,-0.0708
皇宮菜-大葉,Consumer Staples,0.0965,Synchronized,0.0965,0.0895,0.0382
皇宮菜-大葉,Taiwan Weighted,0.0472,Leading (1 Month),0.0094,0.0206,0.0472
蕹菜-大葉,Commodity Index,-0.361,Leading (1 Month),-0.0903,-0.2229,-0.361
蕹菜-大葉,Taiwan Weighted,0.3139,Leading (1 Month),-0.0313,-0.1822,0.3139
蕹菜-大葉,Agri-Business ETF,-0.2398,Leading (1 Month),0.2119,0.0655,-0.2398
蕹菜-大葉,Consumer Staples,0.2343,Synchronized,0.2343,0.2145,0.2321
蕹菜-大葉,Oil (Cost),-0.1707,Synchronized,-0.1707,-0.1248,-0.0749
蕹菜-大葉,USD/TWD,0.1617,Leading (1 Month),-0.0808,-0.0799,0.1617
蕹菜-大葉,Gas (Fertilizer),-0.1428,Leading (1 Week),-0.0206,-0.1428,-0.0545
蕹菜-大葉,Gold,0.1382,Leading (1 Month),0.0916,0.1329,0.1382
蕹菜-小葉,USD/TWD,0.2089,Synchronized,0.2089,0.1732,0.0909
蕹菜-小葉,Agri-Business ETF,-0.1554,Synchronized,-0.1554,-0.1302,-0.1035
蕹菜-小葉,Gold,-0.1333,Synchronized,-0.1333,-0.1218,-0.1263
蕹菜-小葉,Commodity Index,-0.1159,Synchronized,-0.1159,-0.0991,-0.0599
蕹菜-小葉,Taiwan Weighted,0.0916,Leading (1 Month),0.0242,0.0426,0.0916
蕹菜-小葉,Oil (Cost),0.088,Leading (1 Month),0.0272,0.039,0.088
蕹菜-小葉,Gas (Fertilizer),0.069,Synchronized,0.069,0.0293,-0.0161
蕹菜-小葉,Consumer Staples,-0.0535,Leading (1 Month),-0.0105,-0.0472,-0.0535
蕹菜-水蕹菜,USD/TWD,0.2745,Synchronized,0.2745,0.2453,0.1067
蕹菜-水蕹菜,Agri-Business ETF,-0.2119,Synchronized,-0.2119,-0.183,-0.0447
蕹菜-水蕹菜,Taiwan Weighted,0.1678,Leading (1 Month),0.1568,0.1583,0.1678
蕹菜-水蕹菜,Consumer Staples,0.166,Synchronized,0.166,0.0891,-0.0826
蕹菜-水蕹菜,Oil (Cost),0.1094,Leading (1 Month),0.0041,0.041,0.1094
蕹菜-水蕹菜,Gas (Fertilizer),-0.0948,Leading (1 Month),-0.0784,-0.0453,-0.0948
蕹菜-水蕹菜,Commodity Index,0.0563,Leading (1 Month),-0.025,0.0432,0.0563
蕹菜-水蕹菜,Gold,-0.056,Leading (1 Month),0.0453,0.0389,-0.056
芹菜-白梗,Consumer Staples,0.3854,Synchronized,0.3854,0.3808,0.3308
芹菜-白梗,Agri-Business ETF,0.3385,Synchronized,0.3385,0.3319,0.2918
芹菜-白梗,Taiwan Weighted,0.335,Synchronized,0.335,0.314,0.2715
芹菜-白梗,USD/TWD,-0.2869,Leading (1 Month),-0.1721,-0.1957,-0.2869
芹菜-白梗,Gold,0.2208,Synchronized,0.2208,0.215,0.1893
芹菜-白梗,Gas (Fertilizer),-0.2148,Leading (1 Month),-0.1774,-0.1905,-0.2148
芹菜-白梗,Oil (Cost),-0.2096,Synchronized,-0.2096,-0.1845,-0.0839
芹菜-白梗,Commodity Index,0.0192,Leading (1 Month),-0.0103,-0.0058,0.0192
芹菜-山芹菜,Oil (Cost),0.2891,Leading (1 Month),-0.1736,-0.0832,0.2891
芹菜-山芹菜,Commodity Index,0.2656,Leading (1 Month),-0.0409,-0.0144,0.2656
芹菜-山芹菜,USD/TWD,0.2029,Leading (1 Month),0.0277,0.1653,0.2029
芹菜-山芹菜,Taiwan Weighted,0.1951,Synchronized,0.1951,0.1216,0.1027
芹菜-山芹菜,Gas (Fertilizer),-0.1867,Leading (1 Month),0.0367,-0.0526,-0.1867
芹菜-山芹菜,Gold,0.1852,Leading (1 Week),0.1791,0.1852,0.1003
芹菜-山芹菜,Consumer Staples,0.1777,Leading (1 Week),0.129,0.1777,0.0635
芹菜-山芹菜,Agri-Business ETF,-0.1211,Leading (1 Week),-0.0126,-0.1211,0.0888
芹菜-進口,Taiwan Weighted,0.3531,Leading (1 Month),0.3162,0.3127,0.3531
芹菜-進口,Consumer Staples,0.3368,Synchronized,0.3368,0.3075,0.2801
芹菜-進口,Gold,0.2773,Leading (1 Month),0.234,0.2417,0.2773
芹菜-進口,Commodity Index,0.249,Leading (1 Month),0.1865,0.1862,0.249
芹菜-進口,Gas (Fertilizer),0.1594,Synchronized,0.1594,0.1218,-0.0843
芹菜-進口,Oil (Cost),-0.1271,Leading (1 Week),-0.1208,-0.1271,-0.0586
芹菜-進口,Agri-Business ETF,0.0873,Synchronized,0.0873,0.0751,0.0723
芹菜-進口,USD/TWD,-0.0625,Leading (1 Month),-0.019,-0.0284,-0.0625
菠菜-角葉,USD/TWD,-0.4299,Leading (1 Month),-0.3469,-0.3734,-0.4299
菠菜-角葉,Consumer Staples,0.3862,Synchronized,0.3862,0.3661,0.3199
菠菜-角葉,Agri-Business ETF,0.3858,Leading (1 Month),0.3315,0.3377,0.3858
菠菜-角葉,Taiwan Weighted,0.3156,Synchronized,0.3156,0.2975,0.2158
菠菜-角葉,Commodity Index,0.2676,Leading (1 Month),0.1665,0.1899,0.2676
菠菜-角葉,Gold,0.259,Leading (1 Month),0.2507,0.2567,0.259
菠菜-角葉,Oil (Cost),-0.1288,Synchronized,-0.1288,-0.1131,-0.0723
菠菜-角葉,Gas (Fertilizer),-0.0858,Synchronized,-0.0858,-0.0741,-0.0451
萵苣菜-其他,USD/TWD,-0.4444,Leading (1 Month),-0.352,-0.3687,-0.4444
萵苣菜-其他,Consumer Staples,0.3892,Synchronized,0.3892,0.3601,0.3438
萵苣菜-其他,Agri-Business ETF,0.3407,Leading (1 Month),0.2981,0.2797,0.3407
萵苣菜-其他,Taiwan Weighted,0.3284,Synchronized,0.3284,0.3106,0.2702
萵苣菜-其他,Gold,0.302,Leading (1 Month),0.2507,0.2576,0.302
萵苣菜-其他,Oil (Cost),-0.2255,Synchronized,-0.2255,-0.2052,-0.2157
萵苣菜-其他,Commodity Index,0.128,Leading (1 Month),0.0656,0.086,0.128
萵苣菜-其他,Gas (Fertilizer),0.0565,Leading (1 Week),0.0426,0.0565,0.0449
萵苣菜-廣東菜,Consumer Staples,0.4963,Synchronized,0.4963,0.4901,0.4461
萵苣菜-廣東菜,Taiwan Weighted,0.4446,Synchronized,0.4446,0.4405,0.4245
萵苣菜-廣東菜,Gold,0.3204,Leading (1 Month),0.3008,0.3083,0.3204
萵苣菜-廣東菜,Agri-Business ETF,0.3161,Leading (1 Week),0.3153,0.3161,0.3071
萵苣菜-廣東菜,USD/TWD,-0.3153,Leading (1 Month),-0.2517,-0.2854,-0.3153
萵苣菜-廣東菜,Oil (Cost),-0.2883,Synchronized,-0.2883,-0.2785,-0.1664
萵苣菜-廣東菜,Gas (Fertilizer),-0.1203,Leading (1 Month),0.0336,-0.0152,-0.1203
萵苣菜-廣東菜,Commodity Index,0.0802,Leading (1 Month),0.0258,0.0073,0.0802
萵苣菜-結球萵,Taiwan Weighted,0.5683,Leading (1 Week),0.5672,0.5683,0.4181
萵苣菜-結球萵,Gold,0.4794,Leading (1 Week),0.4538,0.4794,0.4175
萵苣菜-結球萵,Consumer Staples,0.3877,Leading (1 Week),0.3588,0.3877,0.3526
萵苣菜-結球萵,Oil (Cost),-0.333,Leading (1 Week),-0.3161,-0.333,-0.2437
萵苣菜-結球萵,USD/TWD,-0.2973,Leading (1 Month),-0.1919,-0.2062,-0.2973
萵苣菜-結球萵,Agri-Business ETF,0.2894,Leading (1 Week),0.2215,0.2894,0.2524
萵苣菜-結球萵,Commodity Index,0.272,Synchronized,0.272,0.2632,0.1751
萵苣菜-結球萵,Gas (Fertilizer),0.2707,Synchronized,0.2707,0.2148,-0.0166
萵苣菜-本島圓葉,Taiwan Weighted,0.391,Leading (1 Week),0.3718,0.391,0.3861
萵苣菜-本島圓葉,Consumer Staples,0.348,Synchronized,0.348,0.3463,0.3373
萵苣菜-本島圓葉,Agri-Business ETF,0.265,Leading (1 Week),0.2448,0.265,0.2306
萵苣菜-本島圓葉,USD/TWD,-0.2341,Leading (1 Month),-0.0979,-0.1355,-0.2341
萵苣菜-本島圓葉,Gold,0.1865,Leading (1 Week),0.1797,0.1865,0.1824
萵苣菜-本島圓葉,Gas (Fertilizer),-0.1807,Leading (1 Month),-0.118,-0.158,-0.1807
萵苣菜-本島圓葉,Oil (Cost),-0.16,Synchronized,-0.16,-0.1451,-0.0642
萵苣菜-本島圓葉,Commodity Index,0.0787,Leading (1 Month),-0.0065,-0.0008,0.0787
萵苣菜-油麥菜,Taiwan Weighted,0.3744,Synchronized,0.3744,0.37,0.3686
萵苣菜-油麥菜,Consumer Staples,0.3715,Synchronized,0.3715,0.3521,0.3148
萵苣菜-油麥菜,Agri-Business ETF,0.277,Leading (1 Month),0.245,0.2579,0.277
萵苣菜-油麥菜,USD/TWD,-0.2579,Leading (1 Month),-0.1454,-0.1738,-0.2579
萵苣菜-油麥菜,Gold,0.2183,Leading (1 Week),0.2173,0.2183,0.2033
萵苣菜-油麥菜,Gas (Fertilizer),-0.1828,Leading (1 Month),-0.1513,-0.1657,-0.1828
萵苣菜-油麥菜,Oil (Cost),-0.1646,Synchronized,-0.1646,-0.1458,-0.0269
萵苣菜-油麥菜,Commodity Index,0.1487,Leading (1 Month),0.0062,0.0142,0.1487
萵苣菜-蘿美,Taiwan Weighted,0.5366,Synchronized,0.5366,0.5219,0.4236
萵苣菜-蘿美,Consumer Staples,0.3978,Synchronized,0.3978,0.3929,0.3654
萵苣菜-蘿美,Agri-Business ETF,0.397,Leading (1 Month),0.3034,0.3404,0.397
萵苣菜-蘿美,USD/TWD,-0.329,Leading (1 Month),-0.259,-0.2802,-0.329
萵苣菜-蘿美,Gold,0.3121,Leading (1 Week),0.311,0.3121,0.3024
萵苣菜-蘿美,Commodity Index,0.3039,Leading (1 Month),0.199,0.2513,0.3039
萵苣菜-蘿美,Gas (Fertilizer),-0.1956,Leading (1 Month),-0.1191,-0.1474,-0.1956
萵苣菜-蘿美,Oil (Cost),-0.1401,Synchronized,-0.1401,-0.097,-0.0262
萵苣菜-紅捲綠捲,Taiwan Weighted,0.387,Synchronized,0.387,0.3569,0.2995
萵苣菜-紅捲綠捲,USD/TWD,-0.3027,Leading (1 Month),-0.1847,-0.1973,-0.3027
萵苣菜-紅捲綠捲,Consumer Staples,0.2884,Synchronized,0.2884,0.2662,0.2555
萵苣菜-紅捲綠捲,Agri-Business ETF,0.2393,Leading (1 Month),0.155,0.1445,0.2393
萵苣菜-紅捲綠捲,Gold,0.2031,Leading (1 Month),0.1593,0.1572,0.2031
萵苣菜-紅捲綠捲,Oil (Cost),-0.1386,Leading (1 Month),-0.117,-0.0988,-0.1386
萵苣菜-紅捲綠捲,Gas (Fertilizer),-0.0889,Leading (1 Month),-0.008,-0.0225,-0.0889
萵苣菜-紅捲綠捲,Commodity Index,-0.0174,Leading (1 Week),-0.015,-0.0174,0.0023
萵苣菜-水耕,Taiwan Weighted,0.4498,Synchronized,0.4498,0.4384,0.4133
萵苣菜-水耕,Consumer Staples,0.4238,Synchronized,0.4238,0.4033,0.3754
萵苣菜-水耕,Agri-Business ETF,0.3125,Leading (1 Month),0.2407,0.25,0.3125
萵苣菜-水耕,Gold,0.2388,Synchronized,0.2388,0.2385,0.2187
萵苣菜-水耕,USD/TWD,-0.233,Leading (1 Month),-0.1521,-0.1721,-0.233
萵苣菜-水耕,Gas (Fertilizer),-0.2284,Leading (1 Month),-0.1696,-0.1981,-0.2284
萵苣菜-水耕,Commodity Index,0.1732,Leading (1 Month),0.0432,0.0635,0.1732
萵苣菜-水耕,Oil (Cost),-0.1365,Synchronized,-0.1365,-0.1138,-0.0057
萵苣菜-進口,Taiwan Weighted,0.6129,Synchronized,0.6129,0.5823,0.4381
萵苣菜-進口,Consumer Staples,0.4828,Synchronized,0.4828,0.4547,0.2555
萵苣菜-進口,Gold,0.442,Synchronized,0.442,0.4295,0.3533
萵苣菜-進口,Oil (Cost),-0.3797,Synchronized,-0.3797,-0.3595,-0.3034
萵苣菜-進口,Agri-Business ETF,0.2437,Leading (1 Week),0.1535,0.2437,0.224
萵苣菜-進口,Gas (Fertilizer),-0.1641,Leading (1 Month),0.0441,-0.0205,-0.1641
萵苣菜-進口,USD/TWD,-0.136,Leading (1 Month),0.0227,-0.0201,-0.136
萵苣菜-進口,Commodity Index,0.1155,Leading (1 Week),0.1084,0.1155,0.0706
芥菜-大芥菜,Consumer Staples,0.303,Synchronized,0.303,0.2589,0.2309
芥菜-大芥菜,Gas (Fertilizer),-0.1842,Leading (1 Month),-0.1416,-0.14,-0.1842
芥菜-大芥菜,Commodity Index,-0.1258,Synchronized,-0.1258,-0.088,0.0356
芥菜-大芥菜,Taiwan Weighted,0.0969,Synchronized,0.0969,0.0914,0.0873
芥菜-大芥菜,USD/TWD,0.0923,Synchronized,0.0923,0.0817,0.0236
芥菜-大芥菜,Oil (Cost),0.0916,Leading (1 Month),-0.0045,0.0315,0.0916
芥菜-大芥菜,Agri-Business ETF,-0.0827,Leading (1 Week),-0.054,-0.0827,0.0577
芥菜-大芥菜,Gold,-0.0151,Synchronized,-0.0151,-0.0148,-0.0114
芥菜-小芥菜,Gas (Fertilizer),-0.2867,Leading (1 Week),-0.2836,-0.2867,-0.2832
芥菜-小芥菜,Oil (Cost),0.1707,Leading (1 Month),0.0695,0.1062,0.1707
芥菜-小芥菜,Taiwan Weighted,0.1586,Leading (1 Month),0.1074,0.1239,0.1586
芥菜-小芥菜,Commodity Index,-0.1476,Synchronized,-0.1476,-0.1007,0.0213
芥菜-小芥菜,Consumer Staples,0.1444,Synchronized,0.1444,0.112,0.0856
芥菜-小芥菜,USD/TWD,-0.1237,Leading (1 Month),0.0061,-0.0249,-0.1237
芥菜-小芥菜,Agri-Business ETF,0.1168,Leading (1 Month),0.068,0.0734,0.1168
芥菜-小芥菜,Gold,-0.0776,Synchronized,-0.0776,-0.0676,-0.0637
芥藍菜,Gas (Fertilizer),-0.3111,Leading (1 Week),-0.3071,-0.3111,-0.2615
芥藍菜,Oil (Cost),0.2427,Leading (1 Month),0.1583,0.1594,0.2427
芥藍菜,Gold,-0.1842,Synchronized,-0.1842,-0.1762,-0.1416
芥藍菜,Commodity Index,-0.1746,Synchronized,-0.1746,-0.1668,0.0259
芥藍菜,USD/TWD,-0.0859,Leading (1 Month),0.0123,-0.0095,-0.0859
芥藍菜,Taiwan Weighted,0.0628,Leading (1 Month),-0.0344,-0.0221,0.0628
芥藍菜,Consumer Staples,-0.0598,Leading (1 Week),-0.0352,-0.0598,-0.0129
芥藍菜,Agri-Business ETF,0.0523,Synchronized,0.0523,0.0488,0.0471
芥藍菜-芥藍芽,Gas (Fertilizer),-0.4126,Synchronized,-0.4126,-0.4125,-0.3346
芥藍菜-芥藍芽,Oil (Cost),0.3038,Leading (1 Month),0.2171,0.23,0.3038
芥藍菜-芥藍芽,Gold,-0.1856,Leading (1 Month),-0.1661,-0.1728,-0.1856
芥藍菜-芥藍芽,Commodity Index,-0.1184,Synchronized,-0.1184,-0.1097,0.0389
芥藍菜-芥藍芽,Agri-Business ETF,0.0931,Leading (1 Month),0.0594,0.0555,0.0931
芥藍菜-芥藍芽,USD/TWD,-0.0756,Leading (1 Month),0.0749,0.0454,-0.0756
芥藍菜-芥藍芽,Consumer Staples,0.0628,Synchronized,0.0628,0.0222,-0.0514
芥藍菜-芥藍芽,Taiwan Weighted,-0.0263,Leading (1 Week),-0.0199,-0.0263,0.0091
莧菜-紅莧菜,USD/TWD,0.1685,Synchronized,0.1685,0.1357,0.031
莧菜-紅莧菜,Taiwan Weighted,0.1454,Leading (1 Month),0.0982,0.1093,0.1454
莧菜-紅莧菜,Oil (Cost),0.1348,Leading (1 Month),0.0049,0.0297,0.1348
莧菜-紅莧菜,Consumer Staples,0.131,Synchronized,0.131,0.1182,0.0639
莧菜-紅莧菜,Gas (Fertilizer),-0.1003,Leading (1 Month),-0.0114,-0.0415,-0.1003
莧菜-紅莧菜,Commodity Index,0.0697,Leading (1 Month),-0.0587,-0.0202,0.0697
